id	text	language
ParlaMint-UA_2016-05-17-m1.u63.p1.sent6	Освітяни сьогодні є першими, хто зустрічає ворога.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u63.p1.sent7	Вони сьогодні працюють на інтелектуальному фронті.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u63.p1.sent8	Вони готують наших дітей до зовнішнього незалежного оцінювання.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u63.p1.sent9	Вони допомагають нашим дітям повернутися на Україну, в тому числі у ці дні, коли вони готуються до ДПА.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u63.p1.sent10	Тому прошу колег зважено подивитися до цього законопроекту, але не забувати про те, що освітня субвенція – це теж один із тих ключових обсягів і тих напрямків, на які треба звернути нашу парламентську увагу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u63.p1.sent11	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u64.p1.sent1	Шановні колеги, у нас наступним мав би виступати Юрій Соловей, але регламент вичерпаний.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u64.p1.sent2	Але разом з тим є важлива пропозиція, що є поправка Юрія Левченка, яка.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u64.p1.sent3	можна додати необхідну кількість голосів для прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u64.p2.sent1	І тому з вашого дозволу я одну хвилину – Соловей Юрій, три хвилини.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u64.p3.sent1	Добре.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u64.p3.sent2	Юрій Соловей передає слово Юрію Левченку, і це буде, справді, вже з виступаючих останній виступ.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u64.p3.sent3	Будь ласка, пане Юрій.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p1.sent1	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p1.sent2	Ну справді, законопроект важливий, треба до нього підійти дуже уважно, дуже зважено і дуже фахово.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p2.sent1	По-перше, просто маленька, коротка преамбула до моєї поправки, чому я на ній наполягаю і сподіваюся, що автори все ж таки погодять цю поправку.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p2.sent2	Справа в тому, що попри заяви в сесійній залі, насправді цих грошей де-факто (де-факто!) на казначейських рахунках немає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p2.sent3	Тобто ці гроші були вже використані в кінці минулого року, і тому дуже важливо треба поставитися до того, а яким чином будуть понад три мільярди грошей зараз, які будуть заново шукатися по-суті, як кажуть, де-факто (не де-юре, а де-факто) в бюджеті використовуватися.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p3.sent1	На превеликий жаль, так як цей проект поки що виглядає в першому читанні він створює великий корупційний ризик, що ці величезні вливання грошові будуть вкладатися в по суті населені пункти, які знаходяться безпосередньо на фронті, безпосередньо на передовій.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p3.sent2	Будуть вкладатися в це десятки мільйонів формально, а потім чиновники будуть рапортувати: ну бачите, ми ж відбудували школу, наприклад, 10 мільйонів вклали, але сєпари зараз побомбили і вже немає, що нам показати, немає як прозвітувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p3.sent3	Тобто якщо це залишити в цьому проекті це створюється велика вірогідність такого величезного корупційного пилососу, де по суті гроші будуть висмоктуватися через фіктивне руйнування і фіктивне будування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p3.sent4	Тому для того, щоб це питання було вирішено, для того, щоб не було ні у кого питань: куди витрачаються такі величезні, колосальні кошти, які зараз будуть направлені на Донбас в умовах соціально-економічної кризи, в умовах тотального зубожіння населення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p4.sent1	Я пропоную внести в цей законопроект поправку, яка буде говорити про те, що, по-перше, ці кошти не можуть направлятися на будь-які об’єкти, які знаходяться на лінії зіткнення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p4.sent2	Лінія зіткнення чітко регулюється відповідною постановою Кабінету Міністрів, тобто це, по-перше, щоб гроші не направлялися на об’єкти в населених пунктах, які знаходяться на лінії зіткнення, це раз.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p4.sent3	І два, щоб відповідні проекти перед тим, як безпосередньо вже будуть вони реалізовуватись, погоджувалися бюджетним комітетом Верховної Ради України.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p5.sent1	Ці два механізми, на моє переконання, зведуть майже до нуля можливі корупційні схеми щодо використання оцих колосальних коштів, які зараз будуть направлятися на Донбас.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p5.sent2	Донбас треба відновлювати безперечно, треба показувати приклад, але треба зробити все можливе, щоб під час цього відновлення наші - не наші "любі" (в лапках) чиновники знову не понапихали собі кишені державними коштами.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p6.sent1	Тому прошу цю поправку підтримати, на скільки я розумію, автори законопроекту підтримують цю поправку.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u65.p6.sent2	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p1.sent1	Прошу шановних колег депутатів заходити в зал і готуватись до прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p2.sent1	Я хочу вам повідомити, що згідно Регламенту, має бути заключне слово і доповідача і співдоповідача.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p2.sent2	Чи вам треба обом, чи достатньо одному?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p2.sent3	Одному достатньо.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p3.sent1	Шановні колеги, під час обговорення прозвучало ряд пропозицій.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p3.sent2	Я розумію, є потреба, щоб ми приймали за основу і в цілому, але лише за умови, коли ви зараз дуже чітко і виразно озвучите, чи ви підтримуєте ці пропозиції, які були озвучені депутатом Гєллєром, депутатом Левченко.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p3.sent3	І, власне, те формулювання, яке ви зараз озвучите під стенограму Верховної Ради, я і поставлю на голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p4.sent1	Для заключного слова я надаю слово доповідачу, автору законопроекту, народному депутату України Єфімову Максиму Вікторовичу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p4.sent2	Коротка нарада, нічого страшного.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p4.sent3	Можете порадитись, якщо є необхідність.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p4.sent4	І прошу під стенограму озвучити вашу позицію в заключному слові.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u66.p4.sent5	Будь ласка.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u67.p1.sent1	Уважаемый Андрей Владимирович, мы будем голосовать, я правильно понимаю, что мы будем голосовать сейчас за основу, а потом, а потом вторым голосованием будем голосовать и в цілому?	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u67.p1.sent2	У нас есть сейчас, надійшли пропозиції від пана Левченка, з якими ми можемо погодитись.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u67.p1.sent3	Ці пропозиції я прошу пана Левченка в качестве поправки повторить еще раз под стенограмму.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u67.p1.sent4	Или мне это нужно говорить?	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u68.p1.sent1	Нема необхідності, нема необхідності.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u69.p1.sent1	А есть уже, да.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u69.p1.sent2	То есть мы погоджуємось, я погоджуюсь з цими поправками:.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u69.p1.sent3	зіткнення, а також про согласование с бюджетним комітетом.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u70.p1.sent1	І ваша пропозиція: спочатку за основу, а потім.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u71.p1.sent1	В цілому, да, в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u71.p1.sent2	За основу і в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u72.p1.sent1	Шановні колеги, прошу приготуватись до голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u72.p1.sent2	Гєллєра поправка.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u73.p1.sent1	Правка Геллера.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u73.p1.sent2	Можно ли еще раз повторить поправку Геллера?	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u74.p1.sent1	Гєллєр, одну хвилину для того, щоб під стенограму повторити свою поправку.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u74.p1.sent2	Будь ласка, Гєллєру включіть мікрофон.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u74.p2.sent1	І займаємо місця робочі, будь ласка.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u75.p1.sent1	В "Прикінцевих положеннях" написати наступне, що дані гроші даються як позика до того моменту, доки ці території не будуть підконтрольні Україні.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u76.p1.sent1	Будь ласка, Єфімов Максим Вікторович, пропозиція комітету.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u77.p1.sent1	Можно еще раз, я извиняюсь, пожалуйста.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u77.p1.sent2	Евгений, еще раз повтори, пожалуйста.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u77.p1.sent3	Я просто, ну.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u78.p1.sent1	Отже, ваші колеги чули, порадьтесь між собою і прийміть рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u78.p2.sent1	Прошу включіть мікрофон, Єфімов Максим Вікторович.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u79.p1.sent1	В законопроекті вже прописано, що ці гроші тимчасово передаються до окінчення АТО.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u79.p1.sent2	Це вже прописано.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u79.p1.sent3	Как теперь пан Геллер хочет прописать возврат, я просто не понимаю, насколько сегодня реализуемо.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u79.p1.sent4	То есть они и так прописаны в законопроекте, как временно.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u79.p1.sent5	Механизма возврата, который предлагает, формулировку, которую предлагает Геллер, она неосуществима с точки зрения реализации.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u79.p1.sent6	Именно из-за этого вопрос.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u80.p1.sent1	Шановні колеги, давайте.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p2.sent1	Ні, обговорення завершене, Мустафа.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p3.sent1	Давайте ми зараз поставимо за основу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p3.sent2	За основу підтримаєм, а потім ще раз по даній поправці можем провести дискусію, якщо є необхідність.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p4.sent1	Шановні колеги, прошу зайняти місця.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p5.sent1	За основу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p5.sent2	Ну, за основу не треба ніяких поправок враховувати, товариство.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p6.sent1	Я прошу приготуватись.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p7.sent1	Пане Юрій, якщо буде в цілому ми її врахуємо обов’язково, її підтримають.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p7.sent2	Але за основу в тому нема необхідності.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p7.sent3	Добре.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u80.p7.sent4	Поставлю з поправкою Левченко.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p7.sent5	Домовились.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent1	Шановні колеги!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent2	Готуємося до голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent3	Важливий законопроект для підтримки наших побратимів в Донецький і Луганській областей.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent4	У нас біженців в Україні, внутрішньо переміщених більше ніж біженців у всьому ЄС.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent5	І нам, українській державі, необхідно тому давати раду і забезпечувати ту велику проблему і трагедію яку нам приніс московський окупант.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent6	Для того необхідно нам приймати рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent7	Я прошу приготуватись до голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent8	І я ставлю на голосування проект Закону про внесення зміни до підпункту чотири пункту 24 розділу 6 прикінцеві та перехідні положення Бюджетного кодексу України щодо перерозподілу залишків коштів місцевих бюджетів населених пунктів на території яких органи державної влади тимчасово не здійснюють своїх повноважень (номер 4623) за основу, з поправкою, яку озвучив під стенограму Юрій Левченко.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent9	Хто підтримує дану пропозицію, прошу голосувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p8.sent10	Колеги, голосуємо.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p9.sent1	За-236	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p10.sent1	І є пропозиція залу, щоб ми проект Закону 4623 з поправкою, яку озвучив Рябчин.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p10.sent2	Левченко для стенограми, з цією поправкою, щоб ми проголосували даний законопроект, в другому читанні і в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p10.sent3	Хто підтримує дану пропозицію, прошу голосувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p10.sent4	4623 в другому читанні і в цілому, голосуємо, колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p11.sent1	За-212	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p12.sent1	"Самопоміч", це позиція важлива і принципова, так?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p12.sent2	Це важлива і принципова позиція "Самопомочі", ми не назбираємо голосів.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p12.sent3	Ви не мене переконуйте, а голову комітету.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p13.sent1	Шановні колеги, я ще раз зазначаю, що остаточну редакцію озвучує автор законопроекту або голова комітету.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p13.sent2	І якщо ви зараз готові знайти компроміс, я поставлю ще раз на голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p14.sent1	Шановні колеги, є принципова позиція, але я прошу підтримати пропозицію за скорочену процедуру розгляду до другого читання і є загальна позиція така.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p14.sent2	Тоді, шановні колеги, я прошу проголосувати за скорочену процедур розгляду до другого читання.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p14.sent3	Хто підтримує дану пропозицію, прошу проголосувати за скорочену процедуру розгляду до другого читання.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p14.sent4	Прошу проголосувати, колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p14.sent5	4623.	UNKNOWN
ParlaMint-UA_2016-05-17-m1.u80.p14.sent6	Голосуємо.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p15.sent1	За-222	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p16.sent1	Ще раз поставлю, ще раз поставлю, колеги, ще раз сконцентруйтеся, зайдіть в зал.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p17.sent1	Ще раз ставлю пропозицію, скорочена процедура розгляду до другого читання 4623.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p17.sent2	Хто підтримує дану пропозицію, прошу проголосувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p17.sent3	Будь ласка, колеги, голосуємо.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p18.sent1	За-232	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p19.sent1	Рішення прийняте.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p20.sent1	Вітаю авторів законопроекту.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p20.sent2	Я переконаний, в найближчий пленарний тиждень ми законопроект приймемо в другому читанні.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p20.sent3	Дякую вам за активну і плідну роботу, дякую вам.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p21.sent1	Шановні колеги, у нас зараз по порядку денному друге читання.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p21.sent2	Я вам хочу загалом сказати позицію, стоять соціальні законопроекти, які в цілому не викликають дискусій, дуже мало поправок, поправок по дві, три.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p21.sent3	І якби була наша воля лишатися в залі і не виходити, щоб ми змогли по тих законопроектах провести продуктивну, ефективну роботу, колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p22.sent1	Отже, в нас у порядку денному стоїть блок законів друге читання, і я йду по кожному з них.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p23.sent1	Отже, перше з них – це проект Закону про внесення змін до деяких законодавчих актів України щодо надання батькам-вихователям додаткових соціальних гарантій (номер 2975).	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p23.sent2	Доповідач – голова Комітету з питань соціальної політики, зайнятості та пенсійного забезпечення Денісова Людмила Леонтівна.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p23.sent3	І я прошу включити мікрофон для доповіді, і хочу повідомити, мінімальна кількість поправок, голосування буде буквально за кілька хвилин.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u80.p24.sent1	Будь ласка, Людмила Денісова.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u81.p1.sent1	Шановні колеги, це дуже правильний законопроект, який підготував ще минулий Кабінет Міністрів України, 15 вересня ми погодили його і прийняли за основу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u81.p1.sent2	Комітет доопрацював, була тільки одна поправка, яка стосується технічних питань і вона була врахована комітетом.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u81.p1.sent3	Я нагадаю про що йдеться мова.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u81.p2.sent1	Пропонується надати одному з батьків-вихователів, які перебувають у трудових відносинах з роботодавцями, права скористатися відпусткою для догляду за дитиною до досягнення нею трирічного віку.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u81.p2.sent2	І також уточнення, що вказаним видом відпустки має скористатися лише один з прийомних батьків.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u81.p3.sent1	Я дуже вас прошу підтримати у другому читанні і в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u81.p3.sent2	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p1.sent1	Колеги, у нас поправок, які відхилені, немає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p1.sent2	Була єдина поправка, яка була подана Дроздиком, і ця поправка врахована.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p2.sent1	Тому ми переходимо до прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p2.sent2	Я прошу колег зайти в зал, зайняти робочі місця, приготуватися до прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p2.sent3	Будь ласка, колеги!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p3.sent1	Готові приймати рішення?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p3.sent2	Запросіть.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p3.sent3	Запросіть, хто є в кулуарах.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p3.sent4	Товариство, покличте з кулуарів, запросіть в зал!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p4.sent1	І я ставлю на голосування проект Закону про внесення змін до деяких законодавчих актів України (щодо надання батькам-вихователям додаткових соціальних гарантій) (номер 2975) у другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p5.sent1	Колеги, прошу голосувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p5.sent2	Голосуємо, колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p6.sent1	За-254	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p7.sent1	Закон прийнятий.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p7.sent2	Вітаю комітет, вітаю авторів.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p8.sent1	Наступний, теж поправок дуже мало, 1639, це проект Закону про внесення змін до Кодексу законів про працю України (щодо випробування при прийнятті на роботу).	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p8.sent2	Теж друге читання, і я запрошую до доповіді Денісову Людмилу Леонтіївну.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u82.p8.sent3	Будь ласка, пані Людмила.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p1.sent1	Шановні колеги, це теж законопроект, який ще ми прийняли за основу, практично, рік тому ще 21 квітня.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p1.sent2	І дуже прошу вас зараз, щоб він був підтриманий у другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p2.sent1	Комітет розглянув 34 поправки, які були внесені до нашого комітету, 15 з них враховано.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p2.sent2	Одна врахована частково і 18 відхилені, тому що вони були подані з порушенням вимог статті 116 Регламенту Верховної Ради України, які виходять за рамки прийнятого в першому читанні тексту законопроекту.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p3.sent1	Зокрема, були підтримані пропозиції щодо доповнення умови, при яких не встановлюється випробувальний термін при прийнятті на роботу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p3.sent2	У разі прийняття на тимчасову або сезонну роботу, такий термін не враховується одиноким матерям при наявності дитини віком до 14 або дитиною-інвалідом.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p3.sent3	інваліда, для працівників, з якими укладено строковий трудовий договір 12 місяців, у разі прийняття на роботу внутрішньо переміщеної особи.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p3.sent4	Виключення норми щодо незастосування випробувального терміну для працівників із сімейними обов’язками, які мають дітей віком до трьох років, оскільки під цю категорію працівників може увійти велика кількість населення, які мають дітей.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p3.sent5	Уточнено назву проекту, додати набрання ним чинності.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p4.sent1	Тому дуже вас прошу підтримати даний законопроект за.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p4.sent2	в другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u83.p4.sent3	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p1.sent1	Дуже вам дякую, пані Людмила.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p1.sent2	Але в нас є відхилені поправки, і ми по Регламенту повинні по них пройти.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p2.sent1	Відхилена 3 поправка, Ленський.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p2.sent2	Чи наполягає Ленський?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p2.sent3	Ні, не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p3.sent1	6-а – Матузко.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p3.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p4.sent1	8-а – Гуляєв.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p4.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p5.sent1	12-а – Давиденко.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u84.p5.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p6.sent1	13-а – Воропаєв.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p6.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p7.sent1	14-а – Семенуха.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p7.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p8.sent1	15-а – Левченко.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p8.sent2	Наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u84.p8.sent3	Включіть мікрофон, будь ласка, Левченкові.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p1.sent1	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p1.sent2	Левченко, "Свобода", 223-й округ, місто Київ.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p2.sent1	Я хочу зараз виступити щодо двох поправок – і 15-у, і 16-у, тому що, насправді, це поправки, які стосуються одного змісту, я їх подавав як одну цілу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p2.sent2	Це комітет їх чомусь розбив на дві.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p3.sent1	Мова іде про те, що, на превеликий жаль, якщо ці поправки не будуть враховані, то працівник залишиться незахищеним у випадках прийняття особи на роботу в іншу місцевість і при переведенні цієї особи.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p3.sent2	Тобто законопроект без врахування цих поправок дозволяє встановлювати випробувальний термін у разі переведення працівника на роботу в іншу місцевість або в інший підрозділ певного підприємства.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p3.sent3	Це абсолютно неправильно, це забирає гарантії праці від працівників, і це створює абсолютно нерівні умови роботодавців і найманих працівників.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p4.sent1	Також я пропоную ставити в поправці, що випробування не встановлюється і для інших осіб, з якими роботодавець зобов’язаний укласти трудовий договір.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p4.sent2	Не про 12 місяців, а взагалі трудовий договір.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p4.sent3	Прошу підтримати ці поправки, які будуть захищати найманих працівників.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u85.p4.sent4	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u86.p1.sent1	Дякую.	UKRAINIAN
